10.3649,14.4574,12.6447,20.2945,14.492,19.371,18.4809
78.006,116.8501,97.2928,100.353,92.4433,65.387,66.951
10.1744,11.6943,8.7639,16.2151,15.7142,17.2093,15.7954
45.8476,66.3026,65.647,69.9302,94.857,63.9364,61.4737
11.7626,9.4158,10.3734,8.2722,6.9605,8.2684,5.6816
110.3463,93.1014,110.1806,103.5146,84.1756,124.8566,115.592
94.121,88.457,101.593,98.7997,91.5447,109.7001,89.5278
28.8509,25.0666,29.2909,25.7669,43.9694,16.2958,41.5364
82.7209,52.7425,43.4488,30.8454,42.3599,78.2663,57.1977
3.0799,7.6985,4.0595,6.6109,5.7363,4.395,5.0761
36.4914,32.9337,39.8439,47.1566,23.8223,53.427,29.849
43.4996,87.4926,89.0786,56.2456,122.2471,89.4539,118.5858
38.3133,27.6522,43.1411,64.9559,53.8969,64.3343,40.557
35.3962,27.5586,53.4731,39.0002,62.4746,37.8181,35.0599
119.6637,123.2119,115.9937,117.9402,79.5397,84.5253,51.2231
43.4877,41.9791,86.6878,101.3639,90.1659,71.2347,71.5582
10.7507,14.1908,10.677,16.3411,13.7579,9.1753,11.1191
76.8411,63.2318,83.0939,94.5261,74.2692,102.3849,43.9432
35.1949,34.088,54.0535,43.0823,59.8852,66.4131,50.4201
68.0032,59.1843,52.8103,66.8995,51.7633,51.5218,40.6312
67.0419,61.8799,62.2234,53.6456,56.8854,39.452,80.1161
97.1541,59.0359,65.7868,111.7114,98.0387,74.9851,104.5332
24.8314,39.042,53.8133,36.7477,63.5752,64.9467,42.9946
6.2738,4.3598,2.591,3.1177,2.7977,5.5886,4.4565
85.9478,56.5693,91.3942,97.5367,68.7268,74.9813,111.3876
6.9382,7.4962,7.3531,3.9259,8.6029,4.926,6.2189
28.2749,34.6727,41.7011,48.752,19.3426,35.2531,26.6915
70.3949,42.4991,89.9841,53.4387,73.3814,87.1966,43.1383
34.963,22.0709,24.4023,34.7061,27.5611,27.4224,29.752
60.0522,39.8166,67.533,45.558,41.5112,40.0185,54.2278
56.0822,47.129,58.0824,49.9749,25.2434,43.7466,58.6415
3.1477,5.3063,3.6115,5.3923,4.3829,5.9504,3.3697
27.6061,35.8169,13.4835,28.154,12.9746,27.4659,15.1346
16.3601,29.1459,26.2648,22.5619,41.6256,40.3151,21.0282
68.1496,30.249,45.6993,75.1516,33.3327,49.4485,76.6581
11.8267,7.1253,7.1849,7.17,7.7429,6.9018,14.571
4.5337,3.4754,2.6265,3.4235,6.901,6.165,3.0367
33.236,37.2648,46.0902,67.2617,27.0698,68.7083,51.063
2.4295,1.0187,1.1378,1.6683,0.8352,1.278,1.2258
110.9018,106.2234,81.0379,41.0421,76.1414,56.9322,94.4361
119.9654,55.0262,98.6599,117.4127,118.8588,124.6866,129.9091
42.2347,45.1224,32.9544,34.1379,33.3642,20.5965,33.1737
60.9618,116.6443,124.6544,89.1496,71.8921,134.3976,119.8594
32.8139,36.2651,64.6252,41.3428,30.8311,37.8283,75.5308
33.6562,51.1961,45.54,27.201,43.0066,33.9756,27.3459
24.51,37.3792,30.7075,23.0113,40.4475,19.9363,39.3242
12.6801,19.7989,14.2876,12.1217,8.4684,21.8511,10.6268
69.8008,82.1656,58.7804,68.0091,106.0066,70.5274,103.7731
134.7222,111.4153,51.3891,70.3166,117.6435,128.0684,119.2083
43.6661,44.463,71.1493,39.0843,32.5081,42.3462,76.1926
31.5983,11.859,21.7087,30.6575,13.9965,30.4668,14.056
58.318,72.182,131.7401,78.5151,116.9828,76.4957,120.7555
22.4882,17.0105,25.0279,23.2284,16.0273,16.2466,14.5539
16.7859,11.0233,17.3901,11.6045,8.8908,15.6931,8.4844
26.2562,29.0862,26.064,12.7793,22.1104,11.6171,17.1698
37.6765,60.4584,28.292,31.181,57.1697,41.1745,69.6927
77.2741,82.0509,35.952,61.0738,82.2324,41.5661,53.9201
5.4065,5.1235,2.9526,4.0188,2.9641,4.9193,7.7951
93.0455,70.3514,72.8014,52.9425,63.0752,98.3404,82.5195
37.9755,44.7926,39.3857,24.4946,36.2912,42.6002,23.994
82.5779,115.9324,108.9079,125.728,100.0211,78.6698,97.2918
49.5857,80.1511,40.6686,48.4774,64.7694,66.4824,51.669
52.6501,108.5736,104.9837,107.848,134.0705,73.0713,140.1734
71.0027,99.2344,78.4161,77.467,92.4282,52.4809,76.5044
83.3714,95.2017,63.8877,64.0733,127.4719,105.768,47.6556
56.7197,40.8987,32.6697,34.034,26.3569,33.7001,36.163
63.0761,67.8683,92.6448,69.3428,70.5885,62.3101,68.0537
115.407,75.1254,105.1798,133.4154,64.5977,130.9624,67.7913
47.0548,47.9697,43.3718,21.48,22.764,43.2591,27.7552
32.1767,22.2018,12.0842,23.1123,17.2487,29.2838,16.0929
2.0562,1.2748,1.5938,1.4198,1.8826,1.7915,2.1082
