12.2517,15.2462,10.4003,10.0577,9.2936,9.8583,17.5571
78.2215,79.0346,102.9376,111.6962,65.332,51.4176,114.7205
66.6426,129.3124,103.5711,63.9617,58.0904,56.5782,79.8346
13.5844,13.8553,24.1434,10.6235,19.0183,31.0136,22.4722
23.1908,22.9641,36.8145,36.2479,15.6829,29.2888,33.5208
18.4301,23.8766,13.386,21.3489,10.8204,21.3819,19.641
1.2185,0.9668,0.4621,0.973,0.5583,0.9937,1.2558
10.6644,15.4728,9.915,15.4926,16.4611,7.3564,16.2486
56.15,49.9667,63.1863,46.8212,68.7365,45.5819,74.7622
88.3399,51.1237,69.9827,107.1721,111.5093,113.5907,127.4104
110.3816,100.9027,72.2655,82.6972,70.001,42.8312,92.3041
31.9631,45.8794,60.7728,52.5526,51.6789,52.4272,46.039
13.8454,10.9771,21.1026,25.7227,18.9995,9.9583,18.6659
96.4774,65.455,63.3967,48.151,78.2611,45.0286,66.1971
12.5052,13.1882,17.1568,15.8224,14.1246,16.238,10.064
35.0322,35.1958,32.0531,17.1439,24.4439,27.1122,35.3764
64.272,81.8658,102.8421,53.1568,50.355,37.226,64.4875
44.3267,41.0105,39.2507,42.3659,29.3949,38.9951,18.5254
39.2477,23.1758,24.3683,53.8671,26.4439,44.5929,42.9312
70.8719,123.1735,69.8881,112.5301,102.1536,138.2974,80.8747
60.8305,37.2718,33.181,72.958,73.0496,57.4508,60.0415
74.1456,102.2071,44.316,83.7233,49.0698,84.6835,104.95
35.578,55.8932,75.4847,91.5201,33.7903,77.3267,46.6526
88.7761,39.2382,111.4973,74.3868,61.8802,66.2721,81.4219
8.5646,7.4697,8.1572,6.712,4.9046,4.4788,7.8984
71.9122,93.6582,144.8579,109.1146,75.4868,91.9061,125.5936
25.2834,17.5711,15.4522,17.61,22.4536,30.0973,37.3496
4.1557,5.5759,6.6433,3.3092,7.4135,8.2306,6.0878
68.1065,46.4554,33.6694,69.9839,30.9065,46.6255,85.8196
42.706,56.767,82.9547,52.4086,76.2714,84.3841,84.3086
32.9156,61.8448,65.199,57.3139,61.9281,79.0858,76.3096
79.4504,91.0059,60.1696,38.879,97.3804,59.1089,49.7857
52.9408,80.8324,53.4978,66.2352,70.7517,70.4694,35.7169
24.3464,22.1336,42.772,46.5217,33.5615,25.0862,22.9042
92.6062,58.2134,98.5647,53.3964,75.6541,98.8022,88.9433
64.8458,36.9771,49.0397,66.5297,88.3499,65.3744,89.8517
68.6522,33.2813,31.6723,26.3187,36.2615,58.7041,30.0126
13.3931,7.247,10.9227,6.3223,13.3633,12.5648,12.5822
44.849,36.4148,56.4959,99.3968,38.595,48.875,82.2726
64.3474,103.7673,81.4503,93.3818,99.3616,52.8577,104.3212
67.6733,39.5196,54.1806,45.0959,42.2044,54.259,36.8447
101.7379,78.5325,83.2583,42.2272,61.4673,48.1671,102.1851
15.555,8.8792,13.9986,10.1978,10.1944,11.2269,9.125
31.3487,68.7479,50.8772,41.187,45.3049,35.6833,59.4207
